coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Apr 10 18:58:36 +0000 2020,,,,0,1248686836752367616,IndianExpress,1248685931873407000,38647512,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@IndianExpress No upto 15th may pls still corona is young it needs more time to die,https://twitter.com/ranjan_chhibba/status/1248686836752367616,Wed Mar 13 04:56:24 +0000 2019,ranjan_chhibba,false,LIVE AND LET LIVE,7,4,76,0,,RANJAN CHHIBBA,ranjan_chhibba,1141,,,false
,Fri Apr 10 13:22:44 +0000 2020,,,,0,1248602315432570881,,,,en,,,390,1248597440523010050,DeepStateExpose,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DeepStateExpose: IF YOU BELIEVE THE CORONA VIRUS IS ANYTHING MORE THAN A PATENTED FLU, YOU ARE A DANGER TO YOUSELF AND OTHERS &amp; WILL BE…",https://twitter.com/sparkwool/status/1248602315432570881,Tue Apr 21 17:46:36 +0000 2015,sparkwool,false,"Proud Trump supporter, Woke in 2009",23774,367,557,0,,Spark Wooldrige  🇮🇪☘,sparkwool,24764,,,false
,Fri Apr 10 22:18:01 +0000 2020,,,,0,1248737025345363969,,,,en,,,875,1247316903439319043,skb_sara,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @skb_sara: I find this amazing no one is dying from heart attacks, suicide, car accidents &amp; strokes anymore‼️

Nobody talks about the  F…",https://twitter.com/Howie682/status/1248737025345363969,Thu Mar 01 00:56:28 +0000 2012,Howie682,false,,74589,697,1619,1,,Howie,Howie682,8524,,,false
,Fri Apr 10 13:11:38 +0000 2020,,,,0,1248599522617376768,,,,en,,,306,1248583196997898240,TheOliveKnife,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheOliveKnife: Something bad is cooking. Tweet on Feb 16 (GAB)

It is now in the news. Target Bihar &amp; UP

Stop saying Corona is pandemi…",https://twitter.com/aneelnbamb/status/1248599522617376768,Thu Feb 04 04:29:47 +0000 2010,aneelnbamb,false,"#भारतीयNationalist
#Energy
#Frequency
#vibrations
#Stockmarket 
#TECNICALANALYSIS
#Investor
#Enterprenuer
#Jain
#karma 
#modibhakt
#WILLBEABILLIONAIREFORSURE",20496,132,65,0,"Sydney, New South Wales",mangokulfi,aneelnbamb,14563,,,false
,Fri Apr 10 18:54:51 +0000 2020,,,,8,1248685895328223232,atrupar,1248684576228114400,288277167,en,,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@atrupar No. We have not done very well. In fact, we are leading the world in Covid-19 cases and it isn't even close.

Donald Trump's official corona virus response was to shit the bed.",https://twitter.com/GuadalahonkyToo/status/1248685895328223232,Fri Jun 01 20:37:27 +0000 2012,GuadalahonkyToo,false,"I don't have any fudge, if that's what you're after.",32251,3378,1363,13,"Los Angeles, California",The Rube Report,GuadalahonkyToo,56341,,https://twitter.com/GuadalahonkyToo,false
,Fri Apr 10 09:24:40 +0000 2020,BestCMOfTheWorld,,,0,1248542405801824257,,,,en,,,9327,1248529458631335943,narendramodi177,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @narendramodi177: Who is Handling the State Better in Corona epide mics? #BestCMOfTheWorld

RT for                             Likes for…",https://twitter.com/sohanSi97786151/status/1248542405801824257,Wed Feb 12 17:55:00 +0000 2020,sohanSi97786151,false,,156,3,36,0,,Sam jmk,sohanSi97786151,18,,,false
,Fri Apr 10 17:43:45 +0000 2020,,,,0,1248668000145649664,,,,en,,,8,1248657229688893446,runjhunmehrotra,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @runjhunmehrotra: After years we had a CM from Mumbai,we thought he knows Mumbai well so will handle it better. Instead, he transferred…",https://twitter.com/Hind_Ka_Vasi/status/1248668000145649664,Thu Mar 27 23:20:08 +0000 2014,Hind_Ka_Vasi,false,Nationalist 🇮🇳🇮🇳 || Entrepreneur || Proud Hindu🚩🚩||,21284,708,5001,1,भारतवर्ष ,RAJESH BAGRI 🇮🇳,Hind_Ka_Vasi,142039,,,false
,Fri Apr 10 11:35:18 +0000 2020,,,,0,1248575280051970048,,,,en,,,1,1248513472683323395,tinabali22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @tinabali22: Indian education system needs an overhaul. The skill deficit and lack of innovation, coupled with cronyism and reservation…",https://twitter.com/parashah91/status/1248575280051970048,Sun Feb 22 16:18:43 +0000 2009,parashah91,false,"Award winning Photographer, SEO Professional, Google Certified Google ads professional,Aspiring Film maker, President - MBA alumni association. From Ahmedabad.",15484,5166,3729,57,Ahmedabad,Paras Shah,parashah91,31253,,https://www.instagram.com/parasamdavadi/,false
,Fri Apr 10 15:10:34 +0000 2020,,,,2,1248629450968711168,FavourIsMyName7,1248588875511054300,1081292568497926100,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@FavourIsMyName7 @DrZweliMkhize One you contract corona you do not just die instantly. You go through stages like sore throat, coughing, pneumonia, difficulty breathing, ventilation etc. I would assume that all those positive people who died after going through these stages are declared Covid-19 deaths.",https://twitter.com/StiloMa77932773/status/1248629450968711168,Thu May 09 16:25:44 +0000 2019,StiloMa77932773,false,Taka Alu❤/Tshintsha Guluva💪🎓,10735,1467,2369,0,Mother City,Alunamda🇿🇦,StiloMa77932773,17456,,,false
,Fri Apr 10 04:13:59 +0000 2020,,,,0,1248464216182284291,,,,en,,,26,1248453314586398720,unexpected5678,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @unexpected5678: A news reporters job is 2 report news. If he gets in to analysis business then he needs to hve strong command on subjec…,https://twitter.com/msmurthy0511/status/1248464216182284291,Tue Nov 26 22:39:19 +0000 2019,msmurthy0511,false,,7975,21,52,0,India,sreeni4u,msmurthy0511,5290,,,false
