coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Tue Mar 31 09:40:55 +0000 2020,,,,0,1244922615443193856,,,,en,,,46,1244796275935129601,natskratts,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @natskratts: The biggest victim of Corona is men and their haircuts from their girlfriends,https://twitter.com/jmcampbell05/status/1244922615443193856,Sun Jul 08 19:24:47 +0000 2012,jmcampbell05,true,,65525,337,2016,0,,jan campbell,jmcampbell05,68941,,,false
,Tue Mar 31 20:45:52 +0000 2020,,,,0,1245089954759208960,,,,en,,,1074,1245078816071942144,AUThackeray,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AUThackeray: New month, more resolve and more strength to defeat corona, globally. 1st April is April Fools Day. Let’s not be fooled th…",https://twitter.com/shaikhbilal313/status/1245089954759208960,Thu Oct 06 09:18:43 +0000 2011,shaikhbilal313,false,"providing help to poor people
#wefightagaintscoronavirus",1259,113,973,2,Indian,Help foundation,shaikhbilal313,5552,,,false
,Wed Apr 01 02:50:18 +0000 2020,CoronaRiskForPrisoners,https://twitter.com/Ajaykshu/status/1245181666441564160/photo/1,,12,1245181666441564160,Namratak0,1245178347400790000,1221261798294225000,en,,false,13,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Namratak0 #CoronaRiskForPrisoners why innocent Sant Shri Asharamji Bapu who has been framed by anti social forces who want to defame hindus, so it's humble request to Govt. to give parole under current situation of corona epidemic. https://t.co/pcYNiXM3Qk",https://twitter.com/Ajaykshu/status/1245181666441564160,Sun Oct 21 04:22:17 +0000 2018,Ajaykshu,false," पहले रच्यो प्रारब्ध पीछे दियो शरीर।
तुलसी चिन्ता क्यों करे प्रेम से भजो रघुवीर।।",11432,719,384,0,"Mumbai, India",Ajay Shukla,Ajaykshu,17418,,,false
,Tue Mar 31 22:59:00 +0000 2020,,,,4,1245123457844641792,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Damn, Kyles been very quiet since this Corona shit has gone down 😳",https://twitter.com/BeauSco78840635/status/1245123457844641792,Thu Feb 21 21:38:14 +0000 2019,BeauSco78840635,false,BGSU International Studies,1403,63,125,0,"Port Clinton, OH",Beau Below Scott,BeauSco78840635,542,,,false
,Tue Mar 31 08:38:49 +0000 2020,PowerOfPrayers,,,0,1244906987109912582,,,,en,,,14,1244885207028645888,Sonipooja72,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Sonipooja72: #PowerOfPrayers  lets all prayer together for the well being of mankind in the serious crisis of Corona https://t.co/RbsPq…,https://twitter.com/Devilinsan/status/1244906987109912582,Mon Nov 24 15:47:02 +0000 2014,Devilinsan,false,"Student in prap 
Haryana [भारत]",3084,176,353,0,Dacher [Karnal] ,शिवM#MSGFan,Devilinsan,12801,,,false
,Tue Mar 31 14:32:02 +0000 2020,,,,0,1244995874998177794,,,,en,,,1,1244986722578051072,a_samad_leo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @a_samad_leo: @drkhanns Molvi Jalali shall be ordered to perform NAMAZ BA JAMAT at any corona infected quarantine center.,https://twitter.com/drkhanns/status/1244995874998177794,Thu May 13 07:22:09 +0000 2010,drkhanns,false,HUMANITY Above ALL. FREE THINKER.,125975,23770,6389,61,Hearts of natural beauties ,Civil Supremacy,drkhanns,178780,,,false
,Tue Mar 31 18:12:59 +0000 2020,,,,0,1245051480823955464,,,,en,,,245,1245050422798086144,KenTremendous,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @KenTremendous: Remember when the President held a rally and called the coronavirus a democratic hoax? It was 43 days after that! https:…,https://twitter.com/tomfoolery815/status/1245051480823955464,Thu May 01 01:28:49 +0000 2008,tomfoolery815,false,"Opinions expressed here are mine and mine alone. If I RT, it equals look at this, not an endorsement.",122152,319,652,17,"Racine, Wis.",Tom Farley,tomfoolery815,155205,,,false
,Tue Mar 31 18:05:33 +0000 2020,,,,1,1245049609333833729,narendramodi,1245035300323094500,18839785,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@narendramodi @IRSAssociation @MEAIndia @SteelMinIndia @IndiaCoastGuard since now we are seeing thousands of people hiding in India who are corona positive and also people helping them to hide. please give 24 hours ultimatum to them to come out or declare penalty of 1 crore to each and 1 year jail, and their treatment should not be free.",https://twitter.com/pranav11011988/status/1245049609333833729,Mon Sep 19 10:49:05 +0000 2016,pranav11011988,true,,433,5,19,0,,pranav patel,pranav11011988,594,,,false
,Tue Mar 31 05:57:39 +0000 2020,COVID19,,https://twitter.com/CNNnews18/status/1244842922802958336,7,1244866427871301633,,,,en,,false,3,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The BJP government in Karnataka decided to keep the previous Congress government's flagship programme open for the poor.

Here's an example of what happens when governments think about citizens before politics.
#COVID19 
@CMofKarnataka @siddaramaiah https://t.co/wJG0qRBFjw",https://twitter.com/RevathiRajeevan/status/1244866427871301633,Fri Sep 02 15:25:05 +0000 2011,RevathiRajeevan,false,Journalist @CNNNews18 | revathi.rajeevan@nw18.com,636,6463,470,59,"Bengaluru, India",Revathi Rajeevan,RevathiRajeevan,6481,,https://www.facebook.com/Revathi-Rajeevan-109713084025129/,true
,Tue Mar 31 21:27:42 +0000 2020,,,,0,1245100481233530880,,,,en,,,2713,1244938983567757313,Deion_Slanders,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Deion_Slanders: She's loud even on mute.,https://twitter.com/GoldnRe5ilience/status/1245100481233530880,Fri Apr 08 22:04:57 +0000 2011,GoldnRe5ilience,false,• Just a squirrel in His world trying to get a nut. • Texas Poodle💙💛,13138,1339,1053,10,,blackbird.,GoldnRe5ilience,90236,,,false
