coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Apr 30 16:44:37 +0000 2020,,,,0,1255900876557840384,,,,en,,,7114,1255051482124017665,Jay_andrade562,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Jay_andrade562: God bless this kid,https://twitter.com/killakvt/status/1255900876557840384,Thu Jan 09 09:19:09 +0000 2014,killakvt,false,caramel complexion,4623,446,191,0,"Los Angeles, CA",leosfinest,killakvt,10834,,,false
,Fri May 01 03:52:34 +0000 2020,,,,0,1256068974334185472,,,,en,,,2894,1256038198213369856,alexsalvinews,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @alexsalvinews: BREAKING: Michigan’s Republican-led legislature blocks an extension of the state's COVID emergency declaration and votes…,https://twitter.com/dannyrey25/status/1256068974334185472,Sun Oct 25 22:39:27 +0000 2009,dannyrey25,false,,853,586,2901,0,san diego/tijuas,dan r,dannyrey25,6731,,,false
,Thu Apr 30 19:43:27 +0000 2020,,,https://ktla.com/news/local-news/o-c-district-attorney-warns-residents-after-release-of-7-high-risk-sex-offenders-during-coronavirus-pandemic/,0,1255945881536401416,,,,en,,false,1135,1255936405269819394,Cernovich,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @Cernovich: Several rapists and pedophiles were just released into Orange County, California.

https://t.co/liHoGqITWT",https://twitter.com/bmw1250rt/status/1255945881536401416,Sun Jun 09 06:14:28 +0000 2013,bmw1250rt,false,"Si la foule déteste quelqu’un, examinez avant de juger.",2909,107,182,0,,Bmw1250rt,bmw1250rt,7465,,,false
,Fri May 01 00:59:43 +0000 2020,,,,0,1256025474612039680,,,,en,,,521,1255957773872857088,LaurieBlackSD,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LaurieBlackSD: In 24 hours 2,390 American's died from Covid-19, 30,000 NEW cases yesterday and as of an hour ago 63,500 have died in th…",https://twitter.com/dartbs/status/1256025474612039680,Tue Jun 30 22:33:29 +0000 2009,dartbs,false,DART youtube search Burnersquad dartbs8@gmail.com #NGC #RIPRAYRAY father of 4 👑 👑👑👑 #BULLSNATION IG:dartbs ♈️BOSS,1062,2100,1708,8,Chicago ,IG/Snap:@dartbs,dartbs,66484,,http://youtu.be/BTfAUv2nHWk,false
,Thu Apr 30 11:28:08 +0000 2020,,,,0,1255821233851191297,,,,en,,,2439,1255566375512428547,yashar,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @yashar: Alison Schwartz, who was the director of digital platforms for People Magazine, has died at 29 due to Coronavirus complications…",https://twitter.com/Awesomeness_87/status/1255821233851191297,Fri Feb 13 04:02:44 +0000 2015,Awesomeness_87,false,Sailor in these United States 🇺🇸 of America,15257,78,1315,0,,Ashlee Betty Mei-Lin Ohlsen,Awesomeness_87,5504,,,false
,Thu Apr 30 06:52:02 +0000 2020,COVID19,,,0,1255751751187267584,,,,en,,,15,1255588490630356993,davidashprice,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @davidashprice: Superb effort to recruit to the NIH remdesivir ACTT trial for #COVID19. Thanks to staff and patients @NewcastleHosps @Nu…,https://twitter.com/Annatsunderland/status/1255751751187267584,Wed Sep 26 20:04:48 +0000 2012,Annatsunderland,true,research nurse. views my own.,7584,122,321,8,,Ann Wilson,Annatsunderland,2362,,,false
,Thu Apr 30 10:42:29 +0000 2020,,,https://twitter.com/Liz_Wheeler/status/1255718895115046912,0,1255809746113888256,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",STAND UP AGAINST HIM.TAKE BACK YOUR LIBERTY. https://t.co/aAlqpTz6N6,https://twitter.com/Jeanhively1/status/1255809746113888256,Thu Jan 31 20:44:20 +0000 2019,Jeanhively1,false,follow me on instagram: @hivelyjean,19390,45,258,0,"Kentucky, USA",Jean Hively,Jeanhively1,9348,,,false
,Thu Apr 30 13:42:55 +0000 2020,,,https://www.waynedupree.com/rutgers-professor-covid-trump-supporters/,0,1255855152684294144,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",‘F–k Each and Every Trump Supporter’ – Rutgers Professor Blames White Conservatives for Black Coronavirus Deaths https://t.co/9qWdwZAgms via @WayneDupreeShow,https://twitter.com/Gratefully_Free/status/1255855152684294144,Sat Aug 04 04:21:01 +0000 2012,Gratefully_Free,false,#MAGA #2A #TRUMP2020 https://t.co/y8a27R1SJ0 🇺🇸🇮🇱 #LiberalismIsADisease. #WalkAway #SAR Parler: https://t.co/Nk7HZga8za,30464,7909,8355,27,United States,GratefullyFree,Gratefully_Free,62584,,http://USFreedomArmy.com,false
,Thu Apr 30 12:48:00 +0000 2020,,,,0,1255841330095415296,,,,en,,,4380,1255840724366446592,Mikel_Jollett,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Mikel_Jollett: Yesterday, the US had 28,429 new coronavirus cases.

South Korea had *ZERO*.

The first case was discovered ON THE SAME…",https://twitter.com/xERICxBLAUx/status/1255841330095415296,Fri Jul 17 20:03:45 +0000 2009,xERICxBLAUx,false,26|Straight Edge|Drummer/singer|KISS Army|Metalhead|Pro Wrestling|Duq Alum|Pats|B’s|Celts|Sox|Revs|✡️|Liberal|Dom|18+/nswf-ish(minors dni),108899,151,1306,8,Parts Unknown,"Step Anthony Wally Ali, Cat Stuck In A Tree",xERICxBLAUx,59923,,,false
,Thu Apr 30 05:18:41 +0000 2020,,,,0,1255728255858085888,,,,en,,,1,1255728233879875584,EK_Opoku,"<a href=""https://vchima.com"" rel=""nofollow"">test-shield-bot</a>",RT @EK_Opoku: @Uber_Support My Country Ghana has ended it's covid 19 lockdown 10days ago  and businesses are running with maximum precautio…,https://twitter.com/ShieldVoC/status/1255728255858085888,Sat Jun 08 15:40:33 +0000 2019,ShieldVoC,false,Shield amplifies the Voice of the Customer through it's network. Check it out: https://t.co/Wev2qnAAVm and join the community. #NoToBadCustomerService #community #AI,167,10246,103,11,"Stockholm, Sweden",Shield,ShieldVoC,288543,,http://shieldvoc.com,false
