coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Apr 04 00:56:52 +0000 2020,,,,0,1246240283349544960,,,,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I had corona am I dead, nada...I was on one of the largest ships of corona..for almost 5 weeks...I tell u the gifts of fancy italian prosecco and asti...really helped me",https://twitter.com/WVaxxed/status/1246240283349544960,Fri May 03 21:53:23 +0000 2019,WVaxxed,false,"Vote Dr Kyle Kopitke 4 pres 2020, an independent who puts god, life, health of the people above all else. Please vote https://t.co/kEEfA2Txhl",15202,2442,4999,0,"Tuito,Pak,Baja,Fujarah,VN,cam","Marina Kalugina,DoctorateofDivinity,MBS/MS/MSEE/MA",WVaxxed,28868,,,false
,Fri Apr 03 18:38:01 +0000 2020,,https://twitter.com/NileshShah68/status/1246142387707162626/photo/1,,0,1246144942516260864,,,,en,,false,651,1246142387707162626,NileshShah68,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NileshShah68: India has most stringent measure to contain Corona virus 
And the lowest fiscal stimulus. https://t.co/QZyfHveRqC",https://twitter.com/eraganu/status/1246144942516260864,Sat Jan 22 15:24:41 +0000 2011,eraganu,false,,2176,26,256,0,,Anurag,eraganu,564,,,false
,Sat Apr 04 04:28:26 +0000 2020,,,,0,1246293527442739200,ClarkeMicah,1246039050861129700,405605548,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ClarkeMicah It's not a death sentence. If you drop dead of a sudden health issue and happen to have Corona symptoms without being tested, it will still be classed as a cov-19 death. The figures are false.",https://twitter.com/taksyman/status/1246293527442739200,Wed Jun 05 11:57:38 +0000 2019,taksyman,false,Nothing to read here.,240,58,68,0,,Taxyman,taksyman,1753,,,false
,Sat Apr 04 05:07:39 +0000 2020,,,,0,1246303398137180162,MaterialsDepart,1246278413003837400,1023036630930583600,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MaterialsDepart @sunpictures @SunTV It is right time. Even govt telecasting famous serials only reasons is ppl will come out from corona phobia.,https://twitter.com/Vichu13579/status/1246303398137180162,Mon Jun 17 07:29:21 +0000 2019,Vichu13579,false,,8833,1091,1401,1,,Vicky,Vichu13579,19994,,,false
,Sat Apr 04 02:59:07 +0000 2020,,,,0,1246271048732950529,,,,en,,,1663,1246023316185350146,SrBachchan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SrBachchan: T 3491 - As a beneficiary of homoeopathy I'm encouraged to see the efforts of the AYUSH Ministry to counter Corona. 
I pray…",https://twitter.com/upcoprathore/status/1246271048732950529,Sun Dec 16 07:17:25 +0000 2012,upcoprathore,false,INSPECTOR IN UP POLICE🇮🇳                                  प्रकृति की शक्ति के अधीन लाचार मानव एवम विज्ञान,66847,2687,214,0,"Hapur, India",Uttam Singh Rathore,upcoprathore,9180,,http://uppolice.gov.in,false
,Fri Apr 03 10:03:08 +0000 2020,,,,0,1246015371083218944,MbalulaFikile,1246009271038414800,2382362052,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MbalulaFikile Minister just leave the Taxi drivers to be. Bazakubanjwa hi Corona banye and die,https://twitter.com/imbiba_clothing/status/1246015371083218944,Thu May 12 13:34:55 +0000 2011,imbiba_clothing,false,"FACILITATOR AND COMMUNITY WORKER, self employed and owner of Imbiba clothing line.",4330,358,2162,0,South AFRICA,Nqabeni@,imbiba_clothing,1920,,http://Saraiholdings.com,false
,Sat Apr 04 02:34:13 +0000 2020,,,https://twitter.com/BarkyBoogz/status/1246145564376543235,1,1246264784502378496,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",if i was them doctors i would’ve charged him 20K for wasting my time and another 30K for dealing with STUPIDITY. we really out here fighting 2 diseases. stupidity and corona virus. they didn’t sign up for you to be like this to them! https://t.co/ihOeSHjvto,https://twitter.com/xxjxhn/status/1246264784502378496,Tue Jun 04 11:19:51 +0000 2019,xxjxhn,false,xotwod,12313,330,316,0,the clouds ,john,xxjxhn,8154,,https://www.youtube.com/channel/UCwGc9p_xhyT73dmCz4vLwMQ,false
,Fri Apr 03 21:27:23 +0000 2020,,,,0,1246187567772467201,,,,en,,,62,1246120653658492935,blackwomenviews,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @blackwomenviews: MFs stay trying to put bodies on Kamala Harris. Y'all need this energy for the illegitimate POTUS who won't use the DP…,https://twitter.com/Cheryllynn512/status/1246187567772467201,Fri Sep 21 01:05:24 +0000 2012,Cheryllynn512,false,#Kamala2020 #DemForce #TheResistance #Bluewave 🌊,41606,1241,1125,4,NYNY,"Cheryllynn512 Biden/Harris November 3, 2020",Cheryllynn512,32480,,http://Kamalaharris.org,false
,Fri Apr 03 20:41:04 +0000 2020,,https://twitter.com/ads_joshua/status/1241775648877805568/video/1,,0,1246175908563738625,,,,en,,false,1489,1246151423332683784,witnessandrea,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @witnessandrea: when you realize the girls from H2O will die from corona bcs they can’t wash their hands https://t.co/qzXfUUEUSX,https://twitter.com/Belen_Piscina/status/1246175908563738625,Mon Apr 16 18:34:53 +0000 2012,Belen_Piscina,false,,5996,267,220,0,♡Chiquirrinina♡,B.,Belen_Piscina,10734,,,false
,Sat Apr 04 00:32:26 +0000 2020,Sialkot,https://twitter.com/Alishah_Sulehri/status/1244648382234230785/photo/1,,0,1246234137461219332,,,,en,,false,2,1244648382234230785,Alishah_Sulehri,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Alishah_Sulehri: #Sialkot Corona Protection Suits https://t.co/UtkHziiOh2,https://twitter.com/waqasdubai1/status/1246234137461219332,Fri Mar 11 17:21:24 +0000 2016,waqasdubai1,false,"Banker credit department living in dubai  Lahore pakistan from where i start. IK THE MAN WITH VISION/politics/sports/UFC/Islam my Life...

IG: waqasshahiddxb",125131,6146,6159,8,UAE Dubai,Waqas Shahid,waqasdubai1,52744,,,false
