coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Apr 18 15:40:08 +0000 2020,,,,0,1251535997466181632,,,,en,,,16,1251534327462141954,priusjames,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @priusjames: If only there was a test already available, that had already been successfully used in every other country...one that didn'…",https://twitter.com/mCarey60/status/1251535997466181632,Fri Jul 09 01:07:33 +0000 2010,mCarey60,false,I'm pretty cynical about being a cynic. also I have never owed money to Vladimir Putin. the gop is a disgrace. No lists.,113606,2925,4231,3,,mike says “cé a chuir an leathcheann i gceannas?,mCarey60,107003,,,false
,Sat Apr 18 21:57:00 +0000 2020,,,,0,1251630836149112833,,,,en,,,1807,1251538157826342915,KFILE,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","RT @KFILE: NEW: We did a review of nearly two dozen interviews and public events from Trump officials from Feb. 24 - March 11th.  

The com…",https://twitter.com/SeanDBlackburn/status/1251630836149112833,Wed Sep 14 01:27:58 +0000 2011,SeanDBlackburn,false,,1224,56,527,0,"Ottawa, Ontario",Sean Blackburn,SeanDBlackburn,2694,,,false
,Sun Apr 19 03:02:50 +0000 2020,,,,0,1251707802667671552,,,,en,,,11495,1251301753896742914,TrumpWarRoom,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TrumpWarRoom: The Obama-Biden Administration reportedly gave $3.7 million to the Chinese lab in Wuhan that is the subject of the invest…,https://twitter.com/SarcasticOneTwo/status/1251707802667671552,Tue Apr 02 19:53:13 +0000 2019,SarcasticOneTwo,false,"God🙏🏻Family👨‍👩‍👧‍👦 Patriot🦅Pro Life👶🏻
1st 🗣️
2nd 🔫
#TRUMP2020 #MAGA #KAG #WWG1WGA#QAnon#GodWins
🚫DM",49789,1925,3177,2,,Sarcastic🇺🇲🙏🏻🐸@sarcastic,SarcasticOneTwo,47477,,http://Qmap.pub,false
,Sat Apr 18 11:45:45 +0000 2020,Coronavirus,,,0,1251477012784373765,,,,en,,,96,1251475229395673089,BeachMilk,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @BeachMilk: FACEBOOK will now WARN YOU if you “like” or “react” to #Coronavirus material they THEY DECIDE is not accurate, or from gover…",https://twitter.com/barula/status/1251477012784373765,Sat Jan 17 15:16:33 +0000 2009,barula,false,"Anti: censorship, PC, neo-feminism, multiculturalism.
Pro: nation state, individual sovereignty, family, oppressed white race.
For Humanity #UNexit",53581,1659,1920,13,Canberra,Barbara Lau,barula,48821,,http://gab.com/barula,false
,Sat Apr 18 15:41:26 +0000 2020,SEO Business seo content webtraffic blogger contentmarketing seomarketing webmarketing socialmediamarketing smm,https://twitter.com/WebTraffic_Tool/status/1251536321262374919/photo/1,https://ift.tt/2VlA8Tk,0,1251536321262374919,,,,en,,false,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",10 Ways #SEO will lead companies through COVID-19 #Business recovery  #seo #content #webtraffic #blogger #contentmarketing #seomarketing #webmarketing #socialmediamarketing #smm  https://t.co/f0TRvvaITQ https://t.co/1GgnBAYTHU,https://twitter.com/WebTraffic_Tool/status/1251536321262374919,Sat Oct 21 04:09:29 +0000 2017,WebTraffic_Tool,false,Create SEO friendly UNIQUE article about ANY topic in just a click! https://t.co/alxsYKiAmp #seocontent #contentmarketing #blogger #blogging,1,2211,4776,22,,ARTICLE GENERATOR,WebTraffic_Tool,31956,,http://articlecreator.fullcontentrss.com/,false
,Sat Apr 18 14:41:53 +0000 2020,राजस्थान_सतर्क_है,,https://twitter.com/ashokgehlot51/status/1251395304798081024,0,1251521335152394242,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Great work sir
We believe  in your visionary leadership #राजस्थान_सतर्क_है https://t.co/q5TKxAi1Kf",https://twitter.com/AliHasa03634797/status/1251521335152394242,Tue Apr 14 04:02:04 +0000 2020,AliHasa03634797,false,nothing spcl,9,1,3,0,,Ali@Hasan,AliHasa03634797,8,,,false
,Sat Apr 18 06:40:26 +0000 2020,,https://twitter.com/VideosCryptic/status/1238321332754022401/video/1,,0,1251400174993195008,,,,en,,false,7554,1250263769051213824,kklc__,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @kklc__: me fighting COVID bc i wanna see my boo https://t.co/w4qBDfGJlB,https://twitter.com/joycechrls/status/1251400174993195008,Tue Feb 12 10:55:53 +0000 2019,joycechrls,false,le rire est le meilleur des médicaments 👀 #Team974 #Blacklivesmatters #UyghurLivesMatter,84410,607,689,0,"Toulon, France",1m20 🇷🇪🇲🇬🌞,joycechrls,15132,,,false
,Sat Apr 18 22:25:13 +0000 2020,,,https://twitter.com/pickardje/status/1251606584893100040?s=21,0,1251637937734930435,martinstiff,1251637522515574800,101805873,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",In case you were wondering: https://t.co/Kp2KUZbsMR,https://twitter.com/martinstiff/status/1251637937734930435,Mon Jan 04 16:49:33 +0000 2010,martinstiff,false,"Husband, father, designer and writer & illustrator of comics The Absence (out now) and Tiny Acts of Violence (out 20th July 2020 from https://t.co/l3DdvueL6B)",3952,574,1183,19,,Martin Stiff,martinstiff,13248,,http://absencecomic.blogspot.com/,false
,Sat Apr 18 23:27:47 +0000 2020,,,https://twitter.com/IngrahamAngle/status/1251623367783956480,6,1251653682309013504,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Good. We don't need to hear the lies and fraud that Trump is trying to put out there. Most of us are sick of it? https://t.co/08PQ7NCFLe,https://twitter.com/PattySm69424257/status/1251653682309013504,Mon May 29 15:13:26 +0000 2017,PattySm69424257,false,"No DMs. An American woman, caring about the Constitution and political abuses. Vote Blue No Matter Who in 2020. The Senate AND House need to be Blue.",23350,2972,4039,0,,Patty Smith,PattySm69424257,30718,,,false
,Sat Apr 18 12:47:39 +0000 2020,,,,0,1251492588072456192,fc_erre,1251259388863578000,427244366,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@fc_erre Hey, the issues haven't been solved. We're still being delayed off by excuses, and now Covid-19 aswell. 
No money has been paid back to any of us yet.",https://twitter.com/Nutteper/status/1251492588072456192,Tue Mar 18 22:56:22 +0000 2014,Nutteper,false,"""I once served the light, until it cast me out.""- 

Teammanager for @galaxyracerdxb 

Business inquiries: Wolf.business@hotmail.com",6646,2039,448,2,,Wolf,Nutteper,2943,,http://www.twitch.tv/hiimwolf,false
